pokedex_number,variant,name,hp,attack,defense,sp_attack,sp_defense,speed,abilities,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fight,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,classification,type1,type2,height_m,weight_kg,percentage_male,is_legendary,generation
417,,Pachirisu,60,45,70,45,90,95,"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,EleSquirrel Pokemon,electric,,0.4,3.9,50,0,4
418,,Buizel,55,65,35,60,30,85,"['Swift Swim', 'Water Veil']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Sea Weasel Pokemon,water,,0.7,29.5,50,0,4
419,,Floatzel,85,105,55,85,50,115,"['Swift Swim', 'Water Veil']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Sea Weasel Pokemon,water,,1.1,33.5,50,0,4
420,,Cherubi,45,35,45,62,53,35,['Chlorophyll'],1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Cherry Pokemon,grass,,0.4,3.3,50,0,4
421,,Cherrim,70,60,70,87,78,85,['Flower Gift'],1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Blossom Pokemon,grass,,0.5,9.3,50,0,4
422,,Shellos,76,48,48,57,62,34,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Sea Slug Pokemon,water,,0.3,6.3,50,0,4
423,,Gastrodon,111,83,68,92,82,39,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,Sea Slug Pokemon,water,ground,0.9,29.9,50,0,4
424,,Ambipom,75,100,66,60,66,115,"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Long Tail Pokemon,normal,,1.2,20.3,50,0,4
425,,Drifloon,90,50,34,60,44,70,"['Aftermath', 'Unburden', 'Flare Boost']",0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,Balloon Pokemon,ghost,flying,0.4,1.2,50,0,4
426,,Drifblim,150,80,44,90,54,80,"['Aftermath', 'Unburden', 'Flare Boost']",0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,Blimp Pokemon,ghost,flying,1.2,15,50,0,4
427,,Buneary,55,66,44,44,56,85,"['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Rabbit Pokemon,normal,,0.4,5.5,50,0,4
428,,Lopunny,65,76,84,54,96,105,"['Cute Charm', 'Klutz', 'Liimber']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Rabbit Pokemon,normal,,1.2,33.3,50,0,4
428,mega,Lopunny,65,136,94,54,96,135,['Scrappy'],1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,Rabbit Pokemon,normal,fighting,1.3,28.3,50,0,6
429,,Mismagius,60,60,60,105,105,105,['Levitate'],0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,Magical Pokemon,ghost,,0.9,4.4,50,0,4
430,,Honchkrow,100,125,52,105,52,71,"['Insomnia', 'Super Luck', 'Moxie']",1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,Big Boss Pokemon,dark,flying,0.9,27.3,50,0,4
431,,Glameow,49,55,42,42,37,85,"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Catty Pokemon,normal,,0.5,3.9,24.6,0,4
432,,Purugly,71,82,64,64,59,112,"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Tiger Cat Pokemon,normal,,1,43.8,24.6,0,4
433,,Chingling,45,30,50,65,50,45,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Bell Pokemon,psychic,,0.2,0.6,50,0,4
434,,Stunky,63,63,47,41,41,74,"['Stench', 'Aftermath', 'Keen Eye']",1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,Skunk Pokemon,poison,dark,0.4,19.2,50,0,4
435,,Skuntank,103,93,67,71,61,84,"['Stench', 'Aftermath', 'Keen Eye']",1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,Skunk Pokemon,poison,dark,1,38,50,0,4
436,,Bronzor,57,24,86,24,86,23,"['Levitate', 'Heatproof', 'Heavy Metal']",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,Bronze Pokemon,steel,psychic,0.5,60.5,,0,4
437,,Bronzong,67,89,116,79,116,33,"['Levitate', 'Heatproof', 'Heavy Metal']",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,Bronze Bell Pokemon,steel,psychic,1.3,187,,0,4
438,,Bonsly,50,80,95,10,45,10,"['Sturdy', 'Rock Head', 'Rattled']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Bonsai Pokemon,rock,,0.5,15,50,0,4
439,,Mime Jr.,20,25,45,70,90,60,"['Soundproof', 'Filter', 'Technician']",1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,Mime Pokemon,psychic,fairy,0.6,13,50,0,4
440,,Happiny,100,5,5,15,65,30,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Playhouse Pokemon,normal,,0.6,24.4,0,0,4
441,,Chatot,76,65,45,92,42,91,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Music Note Pokemon,normal,flying,0.5,1.9,50,0,4
442,,Spiritomb,50,92,108,92,108,35,"['Pressure', 'Infiltrator']",0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2,Forbidden Pokemon,ghost,dark,1,108,50,0,4
443,,Gible,58,70,45,40,45,42,"['Sand Veil', 'Rough Skin']",1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,Land Shark Pokemon,dragon,ground,0.7,20.5,50,0,4
444,,Gabite,68,90,65,50,55,82,"['Sand Veil', 'Rough Skin']",1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,Cave Pokemon,dragon,ground,1.4,56,50,0,4
445,,Garchomp,108,130,95,80,85,102,"['Sand Veil', 'Rough Skin']",1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,Mach Pokemon,dragon,ground,1.9,95,50,0,4
445,mega,Garchomp,108,170,115,120,95,92,['Sand Force'],1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,Mach Pokemon,dragon,ground,1.9,95,50,0,6
446,,Munchlax,135,85,40,40,85,5,"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Big Eater Pokemon,normal,,0.6,105,88.1,0,4
447,,Riolu,40,70,40,35,40,60,"['Steadfast', 'Inner Focus', 'Prankster']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Emanation Pokemon,fighting,,0.7,20.2,88.1,0,4
448,,Lucario,70,110,70,115,70,90,"['Steadfast', 'Inner Focus', 'Justified']",0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,Aura Pokemon,fighting,steel,1.2,54,88.1,0,4
448,mega,Lucario,70,145,88,140,70,112,['Adaptability'],0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,Aura Pokemon,fighting,steel,1.3,57.5,88.1,0,6
449,,Hippopotas,68,72,78,38,42,32,"['Sand Stream', 'Sand Force']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,Hippo Pokemon,ground,,0.8,49.5,50,0,4
450,,Hippowdon,108,112,118,68,72,47,"['Sand Stream', 'Sand Force']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,Heavyweight Pokemon,ground,,2,300,50,0,4
451,,Skorupi,40,50,90,30,55,65,"['Battle Armor', 'Sniper', 'Keen Eye']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,Scorpion Pokemon,poison,bug,0.8,12,50,0,4
452,,Drapion,70,90,110,60,75,95,"['Battle Armor', 'Sniper', 'Keen Eye']",1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,Ogre Scorp Pokemon,poison,dark,1.3,61.5,50,0,4
453,,Croagunk,48,61,40,61,40,50,"['Anticipation', 'Dry Skin', 'Poison Touch']",1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,Toxic Mouth Pokemon,poison,fighting,0.7,23,50,0,4
454,,Toxicroak,83,106,65,86,65,85,"['Anticipation', 'Dry Skin', 'Poison Touch']",1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,Toxic Mouth Pokemon,poison,fighting,1.3,44.4,50,0,4
455,,Carnivine,74,100,72,90,72,46,['Levitate'],1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Bug Catcher Pokemon,grass,,1.4,27,50,0,4
456,,Finneon,49,49,56,49,61,66,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Wing Fish Pokemon,water,,0.4,7,50,0,4
457,,Lumineon,69,69,76,69,86,91,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Neon Pokemon,water,,1.2,24,50,0,4
458,,Mantyke,45,20,50,60,120,50,"['Swift Swim', 'Water Absorb', 'Water Veil']",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,Kite Pokemon,water,flying,1,65,50,0,4
459,,Snover,60,62,50,62,60,40,"['Snow Warning', 'Soundproof']",1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,Frosted Tree Pokemon,grass,ice,1,50.5,50,0,4
460,,Abomasnow,90,92,75,92,85,60,"['Snow Warning', 'Soundproof']",1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,Frosted Tree Pokemon,grass,ice,2.2,135.5,50,0,4
460,mega,Abomasnow,90,132,105,132,105,30,['Snow Warning'],1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,Frosted Tree Pokemon,grass,ice,2.7,185,50,0,6
461,,Weavile,70,120,65,45,85,125,"['Pressure', 'Pickpocket']",1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2,Sharp Claw Pokemon,dark,ice,1.1,34,50,0,4
462,,Magnezone,70,70,115,130,90,60,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,Magnet Area Pokemon,electric,steel,1.2,180,,0,4
463,,Lickilicky,110,85,95,80,95,50,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Licking Pokemon,normal,,1.7,140,50,0,4
464,,Rhyperior,115,140,130,55,55,40,"['Lightningrod', 'Solid Rock', 'Reckless']",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,Drill Pokemon,ground,rock,2.4,282.8,50,0,4
465,,Tangrowth,100,100,125,110,50,50,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Vine Pokemon,grass,,2,128.6,50,0,4
466,,Electivire,75,123,67,95,85,95,"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,Thunderbolt Pokemon,electric,,1.8,138.6,75.4,0,4
467,,Magmortar,75,95,67,125,95,83,"['Flame Body', 'Vital Spirit']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Blast Pokemon,fire,,1.6,68,75.4,0,4
468,,Togekiss,85,50,95,120,115,80,"['Hustle', 'Serene Grace', 'Super Luck']",1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,Jubilee Pokemon,fairy,flying,1.5,38,88.1,0,4
469,,Yanmega,86,76,86,116,56,95,"['Speed Boost', 'Tinted Lens', 'Frisk']",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,Ogre Darner Pokemon,bug,flying,1.9,51.5,50,0,4
470,,Leafeon,65,110,130,60,65,95,"['Leaf Guard', 'Chlorophyll']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Verdant Pokemon,grass,,1,25.5,88.1,0,4
471,,Glaceon,65,60,110,130,95,65,"['Snow Cloak', 'Ice Body']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Fresh Snow Pokemon,ice,,0.8,25.9,88.1,0,4
472,,Gliscor,75,95,125,45,75,95,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,Fang Scorp Pokemon,ground,flying,2,42.5,50,0,4
473,,Mamoswine,110,130,80,70,60,80,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1,Twin Tusk Pokemon,ice,ground,2.5,291,50,0,4
474,,Porygon-Z,85,80,70,135,75,90,"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Virtual Pokemon,normal,,0.9,34,,0,4
475,,Gallade,68,125,65,65,115,80,"['Steadfast', 'Justified']",1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,Blade Pokemon,psychic,fighting,1.6,52,100,0,4
475,mega,Gallade,68,165,95,65,115,110,['Inner Focus'],1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,Blade Pokemon,psychic,fighting,1.6,56.4,100,0,6
476,,Probopass,60,55,145,75,150,40,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,Compass Pokemon,rock,steel,1.4,340,50,0,4
477,,Dusknoir,45,100,135,65,135,45,"['Pressure', 'Frisk']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,Gripper Pokemon,ghost,,2.2,106.6,50,0,4
478,,Froslass,70,80,70,80,70,110,"['Snow Cloak', 'Cursed Body']",0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1,Snow Land Pokemon,ice,ghost,1.3,26.6,0,0,4
479,,Rotom,50,50,77,95,77,91,['Levitate'],0,1,1,0.5,1,1,0,0.5,2,0.5,1,0.5,1,2,1,2,0.5,1,Plasma Pokemon,electric,ghost,0.3,0.3,,0,4
479,heat,Rotom,50,65,107,105,107,86,['Levitate'],1,0.5,2,0.5,0.5,0.5,1,1,4,0.5,1,0.5,2,1,1,1,0.25,0.5,Plasma Pokemon,electric,fire,0.3,0.3,,0,4
479,wash,Rotom,50,65,107,105,107,86,['Levitate'],1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1,Plasma Pokemon,electric,water,0.3,0.3,,0,4
479,frost,Rotom,50,65,107,105,107,86,['Levitate'],1,2,1,0.5,1,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1,Plasma Pokemon,electric,ice,0.3,0.3,,0,4
479,fan,Rotom,50,65,107,105,107,86,['Levitate'],1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,Plasma Pokemon,electric,flying,0.3,0.3,,0,4
479,mow,Rotom,50,65,107,105,107,86,['Levitate'],1,2,0.5,0.25,0.5,2,1,2,1,1,1,2,1,1,1,1,0.5,1,Plasma Pokemon,electric,grass,0.3,0.3,,0,4
480,,Uxie,75,75,130,75,130,95,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Knowledge Pokemon,psychic,,0.3,0.3,,1,4
481,,Mesprit,80,105,105,105,105,80,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Emotion Pokemon,psychic,,0.3,0.3,,1,4
482,,Azelf,75,125,70,125,70,115,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Willpower Pokemon,psychic,,0.3,0.3,,1,4
483,,Dialga,100,120,120,150,100,90,"['Pressure', 'Telepathy']",0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1,Temporal Pokemon,steel,dragon,5.4,683,,1,4
484,,Palkia,90,120,100,150,120,100,"['Pressure', 'Telepathy']",1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,Spatial Pokemon,water,dragon,4.2,336,,1,4
485,,Heatran,91,90,106,130,106,77,"['Flash Fire', 'Flame Body']",0.5,1,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25,Lava Dome Pokemon,fire,steel,1.7,430,50,1,4
486,,Regigigas,110,160,110,80,110,100,['Slow Start'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Colossal Pokemon,normal,,3.7,420,,1,4
487,altered,Giratina,150,100,120,100,120,90,"['Pressure', 'Telepathy']",0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,Renegade Pokemon,ghost,dragon,4.5,750,,1,4
487,origin,Giratina,150,120,100,120,100,90,['Levitate'],0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,Renegade Pokemon,ghost,dragon,6.9,650,,1,4
488,,Cresselia,120,70,120,75,130,85,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Lunar Pokemon,psychic,,1.5,85.6,0,1,4
489,,Phione,80,80,80,80,80,80,['Hydration'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Sea Drifter Pokemon,water,,0.4,3.1,,1,4
490,,Manaphy,100,100,100,100,100,100,['Hydration'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Seafaring Pokemon,water,,0.3,1.4,,1,4
491,,Darkrai,70,90,90,135,90,125,['Bad Dreams'],1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,Pitch-Black Pokemon,dark,,1.5,50.5,,1,4
492,land,Shaymin,100,100,100,100,100,100,['Natural Cure'],1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Gratitude Pokemon,grass,,0.2,2.1,,1,4
492,sky,Shaymin,100,103,75,120,75,127,['Serene Grace'],1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,Gratitude Pokemon,grass,flying,0.2,2.1,,1,4
493,,Arceus,120,120,120,120,120,120,['Multitype'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Alpha Pokemon,normal,,3.2,320,,1,4
494,,Victini,100,100,100,100,100,100,['Victory Star'],1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,Victory Pokemon,psychic,fire,0.4,4,,1,5
495,,Snivy,45,45,55,45,55,63,"['Overgrow', 'Contrary']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Grass Snake Pokemon,grass,,0.6,8.1,88.1,0,5
496,,Servine,60,60,75,60,75,83,"['Overgrow', 'Contrary']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Grass Snake Pokemon,grass,,0.8,16,88.1,0,5
497,,Serperior,75,75,95,75,95,113,"['Overgrow', 'Contrary']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Regal Pokemon,grass,,3.3,63,88.1,0,5
498,,Tepig,65,63,45,45,45,45,"['Blaze', 'Thick Fat']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Fire Pig Pokemon,fire,,0.5,9.9,88.1,0,5
499,,Pignite,90,93,55,70,55,55,"['Blaze', 'Thick Fat']",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,Fire Pig Pokemon,fire,fighting,1,55.5,88.1,0,5
500,,Emboar,110,123,65,100,65,65,"['Blaze', 'Reckless']",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,Mega Fire Pig Pokemon,fire,fighting,1.6,150,88.1,0,5
501,,Oshawott,55,55,45,63,45,45,"['Torrent', 'Shell Armor']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Sea Otter Pokemon,water,,0.5,5.9,88.1,0,5
502,,Dewott,75,75,60,83,60,60,"['Torrent', 'Shell Armor']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Discipline Pokemon,water,,0.8,24.5,88.1,0,5
503,,Samurott,95,100,85,108,70,70,"['Torrent', 'Shell Armor']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Formidable Pokemon,water,,1.5,94.6,88.1,0,5
504,,Patrat,45,55,39,35,39,42,"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Scout Pokemon,normal,,0.5,11.6,50,0,5
505,,Watchog,60,85,69,60,69,77,"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Lookout Pokemon,normal,,1.1,27,50,0,5
506,,Lillipup,45,60,45,25,45,55,"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Puppy Pokemon,normal,,0.4,4.1,50,0,5
507,,Herdier,65,80,65,35,65,60,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Loyal Dog Pokemon,normal,,0.9,14.7,50,0,5
508,,Stoutland,85,110,90,45,90,80,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Big-Hearted Pokemon,normal,,1.2,61,50,0,5
509,,Purrloin,41,50,37,50,37,66,"['Limber', 'Unburden', 'Prankster']",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,Devious Pokemon,dark,,0.4,10.1,50,0,5
510,,Liepard,64,88,50,88,50,106,"['Limber', 'Unburden', 'Prankster']",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,Cruel Pokemon,dark,,1.1,37.5,50,0,5
511,,Pansage,50,53,48,53,48,64,"['Gluttony', 'Overgrow']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Grass Monkey Pokemon,grass,,0.6,10.5,88.1,0,5
512,,Simisage,75,98,63,98,63,101,"['Gluttony', 'Overgrow']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Thorn Monkey Pokemon,grass,,1.1,30.5,88.1,0,5
513,,Pansear,50,53,48,53,48,64,"['Gluttony', 'Blaze']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,High Temp Pokemon,fire,,0.6,11,88.1,0,5
514,,Simisear,75,98,63,98,63,101,"['Gluttony', 'Blaze']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Ember Pokemon,fire,,1,28,88.1,0,5
515,,Panpour,50,53,48,53,48,64,"['Gluttony', 'Torrent']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Spray Pokemon,water,,0.6,13.5,88.1,0,5
516,,Simipour,75,98,63,98,63,101,"['Gluttony', 'Torrent']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Geyser Pokemon,water,,1,29,88.1,0,5
517,,Munna,76,25,45,67,55,24,"['Forewarn', 'Synchronize', 'Telepathy']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Dream Eater Pokemon,psychic,,0.6,23.3,50,0,5
518,,Musharna,116,55,85,107,95,29,"['Forewarn', 'Synchronize', 'Telepathy']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Drowsing Pokemon,psychic,,1.1,60.5,50,0,5
519,,Pidove,50,55,50,36,30,43,"['Big Pecks', 'Super Luck', 'Rivalry']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Tiny Pigeon Pokemon,normal,flying,0.3,2.1,50,0,5
520,,Tranquill,62,77,62,50,42,65,"['Big Pecks', 'Super Luck', 'Rivalry']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Wild Pigeon Pokemon,normal,flying,0.6,15,50,0,5
521,,Unfezant,80,115,80,65,55,93,"['Big Pecks', 'Super Luck', 'Rivalry']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Proud Pokemon,normal,flying,1.2,29,50,0,5
522,,Blitzle,45,60,32,50,32,76,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,Electrified Pokemon,electric,,0.8,29.8,50,0,5
523,,Zebstrika,75,100,63,80,63,116,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,Thunderbolt Pokemon,electric,,1.6,79.5,50,0,5
524,,Roggenrola,55,75,85,25,25,15,"['Sturdy', 'Weak Armor', 'Sand Force']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Mantle Pokemon,rock,,0.4,18,50,0,5
525,,Boldore,70,105,105,50,40,20,"['Sturdy', 'Weak Armor', 'Sand Force']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Ore Pokemon,rock,,0.9,102,50,0,5
526,,Gigalith,85,135,130,60,80,25,"['Sturdy', 'Sand Stream', 'Sand Force']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Compressed Pokemon,rock,,1.7,260,50,0,5
527,,Woobat,65,45,43,55,43,72,"['Unaware', 'Klutz', 'Simple']",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,Bat Pokemon,psychic,flying,0.4,2.1,50,0,5
