pokedex_id;variant;name;hp;attack;defense;sp_attack;sp_defense;speed;abilities;taken_normal;taken_fire;taken_water;taken_electric;taken_grass;taken_ice;taken_fight;taken_poison;taken_ground;taken_flying;taken_psychic;taken_bug;taken_rock;taken_ghost;taken_dragon;taken_dark;taken_steel;taken_fairy;classification;type1;type2;height_m;weight_kg;percentage_male;is_legendary;generation;catch_rate;moves
53;;Persian;65;70;60;65;65;115;['Limber', 'Technician', 'Unnerve'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Classy Cat Pokemon;normal;;1;32;50;0;1;145;['Pay Day', 'Feint Attack', 'Night Slash', 'Fury Swipes', 'Power Gem', 'Bite', 'Slash', 'Play Rough', 'Assurance', 'Swift', 'Fake Out', 'Scratch', 'Feint']
53;alolan;Persian;65;60;60;75;65;115;['Fur Coat', 'Technician', 'Rattled'];1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2;Classy Cat Pokemon;dark;;1.1;33;50;0;7;145;['Pay Day', 'Feint Attack', 'Night Slash', 'Fury Swipes', 'Power Gem', 'Dark Pulse', 'Bite', 'Slash', 'Play Rough', 'Assurance', 'Swift', 'Fake Out', 'Scratch', 'Feint']
54;;Psyduck;50;52;48;65;50;55;['Damp', 'Cloud Nine', 'Swift Swim'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Duck Pokemon;water;;0.8;19.6;50;0;1;205;['Hydro Pump', 'Aqua Tail', 'Fury Swipes', 'Water Pulse', 'Zen Headbutt', 'Confusion', 'Water Gun', 'Scratch']
55;;Golduck;80;82;78;95;80;85;['Damp', 'Cloud Nine', 'Swift Swim'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Duck Pokemon;water;;1.7;76.6;50;0;1;85;['Hydro Pump', 'Aqua Tail', 'Aqua Jet', 'Fury Swipes', 'Water Pulse', 'Zen Headbutt', 'Confusion', 'Water Gun', 'Scratch']
56;;Mankey;40;80;35;35;45;70;['Vital Spirit', 'Anger Point', 'Defiant'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Pig Monkey Pokemon;fighting;;0.5;28;50;0;1;215;['Covet', 'Fury Swipes', 'Pursuit', 'Stomping Tantrum', 'Thrash', 'Final Gambit', 'Punishment', 'Karate Chop', 'Close Combat', 'Seismic Toss', 'Cross Chop', 'Assurance', 'Outrage', 'Low Kick', 'Scratch']
57;;Primeape;65;105;60;60;70;95;['Vital Spirit', 'Anger Point', 'Defiant'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Pig Monkey Pokemon;fighting;;1;32;50;0;1;135;['Covet', 'Fury Swipes', 'Rage', 'Pursuit', 'Stomping Tantrum', 'Final Gambit', 'Thrash', 'Punishment', 'Karate Chop', 'Close Combat', 'Seismic Toss', 'Cross Chop', 'Assurance', 'Outrage', 'Low Kick', 'Scratch', 'Fling']
58;;Growlithe;55;70;45;70;50;60;['Intimidate', 'Flash Fire', 'Justified'];1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5;Puppy Pokemon;fire;;0.7;19;75.4;0;1;185;['Retaliate', 'Flame Burst', 'Crunch', 'Bite', 'Flame Wheel', 'Flare Blitz', 'Reversal', 'Ember', 'Fire Fang', 'Outrage', 'Take Down', 'Heat Wave', 'Flamethrower']
59;;Arcanine;90;110;80;100;80;95;['Intimidate', 'Flash Fire', 'Justified'];1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5;Legendary Pokemon;fire;;1.9;155;75.4;0;1;50;['Extreme Speed', 'Retaliate', 'Flame Burst', 'Crunch', 'Bite', 'Flame Wheel', 'Flare Blitz', 'Reversal', 'Thunder Fang', 'Ember', 'Fire Fang', 'Outrage', 'Take Down', 'Heat Wave', 'Flamethrower']
60;;Poliwag;40;50;40;40;40;90;['Water Absorb', 'Damp', 'Swift Swim'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Tadpole Pokemon;water;;0.6;12.4;50;0;1;225;['Hydro Pump', 'Bubble', 'Wake-Up Slap', 'Double Slap', 'Body Slam', 'Mud Shot', 'Water Gun', 'Bubble Beam', 'Mud Bomb']
61;;Poliwhirl;65;65;65;50;50;90;['Water Absorb', 'Damp', 'Swift Swim'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Tadpole Pokemon;water;;1;20;50;0;1;175;['Hydro Pump', 'Bubble', 'Wake-Up Slap', 'Double Slap', 'Body Slam', 'Mud Shot', 'Water Gun', 'Bubble Beam', 'Mud Bomb']
62;;Poliwrath;90;95;95;70;90;70;['Water Absorb', 'Damp', 'Swift Swim'];1;0.5;0.5;2;2;0.5;1;1;1;2;2;0.5;0.5;1;1;0.5;0.5;2;Tadpole Pokemon;water;fighting;1.3;54;50;0;1;75;['Hydro Pump', 'Bubble', 'Double Slap', 'Circle Throw', 'Body Slam', 'Wake-up Slap', 'Mud Shot', 'Dynamic Punch', 'Water Gun', 'Bubble Beam', 'Submission', 'Mud Bomb']
63;;Abra;25;20;15;105;55;90;['Synchronize', 'Inner Focus', 'Magic Guard'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Psi Pokemon;psychic;;0.9;19.5;75.4;0;1;210;['Dream Eater']
64;;Kadabra;40;35;30;120;70;105;['Synchronize', 'Inner Focus', 'Magic Guard'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Psi Pokemon;psychic;;1.3;56.5;75.4;0;1;170;['Future Sight', 'Psychic', 'Psybeam', 'Confusion', 'Psycho Cut']
65;;Alakazam;55;50;45;135;95;120;['Synchronize', 'Inner Focus', 'Magic Guard'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Psi Pokemon;psychic;;1.5;48;75.4;0;1;85;['Future Sight', 'Psychic', 'Psybeam', 'Confusion', 'Psycho Cut']
65;mega;Alakazam;55;50;65;175;105;150;['Trace'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Psi Pokemon;psychic;;1.2;48;75.4;0;6;40;['Future Sight', 'Psychic', 'Psybeam', 'Confusion', 'Psycho Cut']
66;;Machop;70;80;50;35;35;35;['Guts', 'No Guard', 'Steadfast'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Superpower Pokemon;fighting;;0.8;19.5;75.4;0;1;215;['Vital Throw', 'Wake-Up Slap', 'Karate Chop', 'Low Sweep', 'Knock Off', 'Seismic Toss', 'Cross Chop', 'Revenge', 'Low Kick', 'Dynamic Punch', 'Submission', 'Dual Chop']
67;;Machoke;80;100;70;50;60;45;['Guts', 'No Guard', 'Steadfast'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Superpower Pokemon;fighting;;1.5;70.5;75.4;0;1;170;['Vital Throw', 'Wake-Up Slap', 'Karate Chop', 'Low Sweep', 'Knock Off', 'Seismic Toss', 'Cross Chop', 'Revenge', 'Low Kick', 'Dynamic Punch', 'Submission', 'Dual Chop']
68;;Machamp;90;130;80;65;85;55;['Guts', 'No Guard', 'Steadfast'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Superpower Pokemon;fighting;;1.6;130;75.4;0;1;80;['Vital Throw', 'Wake-Up Slap', 'Karate Chop', 'Low Sweep', 'Knock Off', 'Seismic Toss', 'Cross Chop', 'Revenge', 'Low Kick', 'Dynamic Punch', 'Submission', 'Dual Chop', 'Strength']
69;;Bellsprout;50;75;35;70;30;40;['Chlorophyll', 'Gluttony'];1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5;Flower Pokemon;grass;poison;0.7;4;50;0;1;225;['Poison Jab', 'Slam', 'Knock Off', 'Acid', 'Wrap', 'Vine Whip', 'Razor Leaf', 'Wring Out']
70;;Weepinbell;65;90;50;85;45;55;['Chlorophyll', 'Gluttony'];1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5;Flycatcher Pokemon;grass;poison;1;6.4;50;0;1;175;['Poison Jab', 'Slam', 'Knock Off', 'Acid', 'Wrap', 'Vine Whip', 'Razor Leaf', 'Wring Out']
71;;Victreebel;80;105;65;100;70;70;['Chlorophyll', 'Gluttony'];1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5;Flycatcher Pokemon;grass;poison;1.7;15.5;50;0;1;100;['Poison Jab', 'Wring Out', 'Slam', 'Knock Off', 'Leaf Storm', 'Spit Up', 'Acid', 'Wrap', 'Vine Whip', 'Razor Leaf', 'Leaf Tornado', 'Leaf Blade']
72;;Tentacool;40;40;35;50;100;70;['Clear Body', 'Liquid Ooze', 'Rain Dish'];1;0.5;0.5;2;1;0.5;0.5;0.5;2;1;2;0.5;1;1;1;1;0.5;0.5;Jellyfish Pokemon;water;poison;0.9;45.5;50;0;1;195;['Hydro Pump', 'Acid Spray', 'Sludge Wave', 'Poison Jab', 'Wring Out', 'Constrict', 'Brine', 'Hex', 'Water Pulse', 'Acid', 'Wrap', 'Bubble Beam', 'Poison Sting']
73;;Tentacruel;80;70;65;80;120;100;['Clear Body', 'Liquid Ooze', 'Rain Dish'];1;0.5;0.5;2;1;0.5;0.5;0.5;2;1;2;0.5;1;1;1;1;0.5;0.5;Jellyfish Pokemon;water;poison;1.6;55;50;0;1;70;['Hydro Pump', 'Acid Spray', 'Sludge Wave', 'Poison Jab', 'Constrict', 'Brine', 'Hex', 'Water Pulse', 'Acid', 'Wrap', 'Wring Out', 'Bubble Beam', 'Poison Sting']
74;;Geodude;40;80;100;30;30;20;['Rock Head', 'Sturdy', 'Sand Veil'];0.5;0.5;4;0;4;2;2;0.25;2;0.5;1;1;0.5;1;1;1;2;1;Rock Pokemon;rock;ground;0.4;20;50;0;1;225;['Self-Destruct', 'Smack Down', 'Double-Edge', 'Earthquake', 'Tackle', 'Magnitude', 'Bulldoze', 'Explosion', 'Rock Blast', 'Stone Edge', 'Rock Throw', 'Rollout']
74;alolan;Geodude;40;80;100;30;30;20;['Magnet Pull', 'Sturdy', 'Galvanize'];0.5;0.5;2;0.5;2;1;2;0.5;4;0.25;1;1;1;1;1;1;1;1;Rock Pokemon;rock;electric;0.4;20.3;50;0;7;225;['Self-Destruct', 'Smack Down', 'Double-Edge', 'Discharge', 'Spark', 'Tackle', 'Stone Edge', 'Explosion', 'Rock Blast', 'Thunder Punch', 'Rock Throw', 'Rollout']
75;;Graveler;55;95;115;45;45;35;['Rock Head', 'Sturdy', 'Sand Veil'];0.5;0.5;4;0;4;2;2;0.25;2;0.5;1;1;0.5;1;1;1;2;1;Rock Pokemon;rock;ground;1;105;50;0;1;175;['Self-Destruct', 'Smack Down', 'Double-Edge', 'Earthquake', 'Tackle', 'Magnitude', 'Bulldoze', 'Explosion', 'Rock Blast', 'Stone Edge', 'Rock Throw', 'Rollout']
75;alolan;Graveler;55;95;115;45;45;35;['Magnet Pull', 'Sturdy', 'Galvanize'];0.5;0.5;2;0.5;2;1;2;0.5;4;0.25;1;1;1;1;1;1;1;1;Rock Pokemon;rock;electric;1;110;50;0;7;175;['Self-Destruct', 'Smack Down', 'Double-Edge', 'Discharge', 'Spark', 'Tackle', 'Stone Edge', 'Explosion', 'Rock Blast', 'Thunder Punch', 'Rock Throw', 'Rollout']
76;;Golem;80;120;130;55;65;45;['Rock Head', 'Sturdy', 'Sand Veil'];0.5;0.5;4;0;4;2;2;0.25;2;0.5;1;1;0.5;1;1;1;2;1;Megaton Pokemon;rock;ground;1.4;300;50;0;1;95;['Heavy Slam', 'Self-Destruct', 'Smack Down', 'Double-Edge', 'Earthquake', 'Steamroller', 'Tackle', 'Magnitude', 'Bulldoze', 'Explosion', 'Rock Blast', 'Stone Edge', 'Rock Throw', 'Rollout']
76;alolan;Golem;80;120;130;55;65;45;['Magnet Pull', 'Sturdy', 'Galvanize'];0.5;0.5;2;0.5;2;1;2;0.5;4;0.25;1;1;1;1;1;1;1;1;Megaton Pokemon;rock;electric;1.7;316;50;0;7;90;['Heavy Slam', 'Self-Destruct', 'Smack Down', 'Double-Edge', 'Discharge', 'Steamroller', 'Spark', 'Tackle', 'Stone Edge', 'Explosion', 'Rock Blast', 'Thunder Punch', 'Rock Throw', 'Rollout']
77;;Ponyta;50;85;55;65;65;90;['Run Away', 'Flash Fire', 'Flame Body'];1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5;Fire Horse Pokemon;fire;;1;30;50;0;1;160;['Inferno', 'Fire Spin', 'Bounce', 'Flame Charge', 'Flame Wheel', 'Tackle', 'Flare Blitz', 'Ember', 'Stomp', 'Fire Blast', 'Take Down']
77;galar;Ponyta;50;85;55;65;65;90;['Run Away', 'Pastel Veil', 'Anticipation'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Fire Horse Pokemon;psychic;;0.8;24;50;0;8;160;['Fairy Wind', 'Dazzling Gleam', 'Tackle', 'Psychic', 'Stomp', 'Psybeam', 'Confusion', 'Take Down']
78;;Rapidash;65;100;70;80;80;105;['Run Away', 'Flash Fire', 'Flame Body'];1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5;Fire Horse Pokemon;fire;;1.7;95;50;0;1;85;['Fury Attack', 'Inferno', 'Megahorn', 'Fire Spin', 'Take Down', 'Poison Jab', 'Flame Charge', 'Bounce', 'Flame Wheel', 'Tackle', 'Flare Blitz', 'Ember', 'Stomp', 'Fire Blast', 'Quick Attack']
78;galar;Rapidash;65;100;70;80;80;105;['Run Away', 'Pastel Veil', 'Anticipation'];1;1;1;1;1;1;0.25;2;1;1;0.5;1;1;2;0;1;2;1;Fire Horse Pokemon;psychic;fairy;1.7;80;50;0;8;85;['Fairy Wind', 'Megahorn', 'Take Down', 'Dazzling Gleam', 'Tackle', 'Psychic', 'Psybeam', 'Confusion', 'Stomp', 'Quick Attack', 'Psycho Cut']
79;;Slowpoke;90;65;65;40;40;15;['Oblivious', 'Own Tempo', 'Regenerator'];1;0.5;0.5;2;2;0.5;0.5;1;1;1;0.5;2;1;2;1;2;0.5;1;Dopey Pokemon;water;psychic;1.2;36;50;0;1;205;['Tackle', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Psychic', 'Confusion', 'Water Gun']
80;;Slowbro;95;75;110;100;80;30;['Oblivious', 'Own Tempo', 'Regenerator'];1;0.5;0.5;2;2;0.5;0.5;1;1;1;0.5;2;1;2;1;2;0.5;1;Hermit Crab Pokemon;water;psychic;1.6;78.5;50;0;1;100;['Tackle', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Psychic', 'Confusion', 'Water Gun']
80;mega;Slowbro;95;75;180;130;80;30;['Shell Armor'];1;0.5;0.5;2;2;0.5;0.5;1;1;1;0.5;2;1;2;1;2;0.5;1;Hermit Crab Pokemon;water;psychic;2;120;50;0;6;45;['Tackle', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Psychic', 'Confusion', 'Water Gun']
81;;Magnemite;25;35;70;95;55;45;['Magnet Pull', 'Sturdy', 'Analytic'];0.5;2;1;0.5;0.5;0.5;2;0;4;0.25;0.5;0.5;0.5;1;0.5;1;0.25;0.5;Magnet Pokemon;electric;steel;0.3;6;;0;1;200;['Gyro Ball', 'Sonic Boom', 'Mirror Shot', 'Zap Cannon', 'Thunder Shock', 'Electro Ball', 'Magnet Bomb', 'Discharge', 'Spark', 'Tackle', 'Flash Cannon']
82;;Magneton;50;60;95;120;70;70;['Magnet Pull', 'Sturdy', 'Analytic'];0.5;2;1;0.5;0.5;0.5;2;0;4;0.25;0.5;0.5;0.5;1;0.5;1;0.25;0.5;Magnet Pokemon;electric;steel;1;60;;0;1;130;['Gyro Ball', 'Sonic Boom', 'Mirror Shot', 'Tri Attack', 'Zap Cannon', 'Thunder Shock', 'Electro Ball', 'Magnet Bomb', 'Discharge', 'Tackle', 'Spark', 'Flash Cannon']
83;;Farfetch'd;52;90;55;58;62;60;['Keen Eye', 'Inner Focus', 'Defiant'];1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1;Wild Duck Pokemon;normal;flying;0.8;15;50;0;1;175;['Fury Attack', 'Night Slash', 'Poison Jab', 'Aerial Ace', 'Knock Off', 'Brave Bird', 'Slash', 'Fury Cutter', 'Peck', 'Acrobatics', 'False Swipe', 'Air Cutter', 'Air Slash', 'Feint']
83;galar;Farfetch'd;52;95;55;58;62;55;['Steadfast', 'Scrappy'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Wild Duck Pokemon;fiight;;0.8;42;50;0;8;175;['Final Gambit', 'Slam', 'Knock Off', 'Brave Bird', 'Fury Cutter', 'Peck', 'Brutal Swing', 'Rock Smash', 'Brick Break', 'Leaf Blade']
84;;Doduo;35;85;45;35;35;75;['Run Away', 'Early Bird', 'Tangled Feet'];1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1;Twin Bird Pokemon;normal;flying;1.4;39.2;50;0;1;210;['Fury Attack', 'Jump Kick', 'Rage', 'Pursuit', 'Endeavor', 'Thrash', 'Drill Peck', 'Double Hit', 'Peck', 'Uproar', 'Quick Attack', 'Pluck']
85;;Dodrio;60;110;70;60;60;110;['Run Away', 'Early Bird', 'Tangled Feet'];1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1;Triple Bird Pokemon;normal;flying;1.8;85.2;50;0;1;125;['Fury Attack', 'Jump Kick', 'Rage', 'Tri Attack', 'Pursuit', 'Endeavor', 'Thrash', 'Drill Peck', 'Double Hit', 'Peck', 'Uproar', 'Quick Attack', 'Pluck']
86;;Seel;65;45;55;45;70;45;['Thick Fat', 'Hydration', 'Ice Body'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Sea Lion Pokemon;water;;1.1;90;50;0;1;200;['Aqua Tail', 'Icy Wind', 'Aurora Beam', 'Brine', 'Ice Shard', 'Headbutt', 'Take Down', 'Ice Beam', 'Aqua Jet', 'Dive']
87;;Dewgong;90;70;80;70;95;70;['Thick Fat', 'Hydration', 'Ice Body'];1;1;0.5;2;2;0.25;2;1;1;1;1;1;2;1;1;1;1;1;Sea Lion Pokemon;water;ice;1.7;120;50;0;1;120;['Aqua Tail', 'Icy Wind', 'Signal Beam', 'Aurora Beam', 'Brine', 'Ice Shard', 'Headbutt', 'Take Down', 'Ice Beam', 'Aqua Jet', 'Sheer Cold', 'Dive']
88;;Grimer;80;80;50;40;50;25;['Stench', 'Sticky Hold', 'Poison Touch'];1;1;1;1;0.5;1;0.5;0.5;2;1;2;0.5;1;1;1;1;1;0.5;Sludge Pokemon;poison;;0.9;30;50;0;1;200;['Gunk Shot', 'Sludge Wave', 'Belch', 'Mud-Slap', 'Pound', 'Sludge', 'Sludge Bomb', 'Mud Bomb', 'Fling']
88;alolan;Grimer;80;80;50;40;50;25;['Poison Touch', 'Gluttony', 'Power of Alchemy'];1;1;1;1;0.5;1;1;0.5;2;1;0;1;1;0.5;1;0.5;1;1;Sludge Pokemon;poison;dark;0.7;42;50;0;7;200;['Acid Spray', 'Gunk Shot', 'Belch', 'Poison Fang', 'Knock Off', 'Bite', 'Crunch', 'Pound', 'Fling']
89;;Muk;105;105;75;65;100;50;['Stench', 'Sticky Hold', 'Poison Touch'];1;1;1;1;0.5;1;0.5;0.5;2;1;2;0.5;1;1;1;1;1;0.5;Sludge Pokemon;poison;;1.2;30;50;0;1;85;['Gunk Shot', 'Sludge Wave', 'Belch', 'Mud-Slap', 'Pound', 'Sludge', 'Sludge Bomb', 'Mud Bomb', 'Fling']
89;alolan;Muk;105;105;75;65;100;50;['Poison Touch', 'Gluttony', 'Power of Alchemy'];1;1;1;1;0.5;1;1;0.5;2;1;0;1;1;0.5;1;0.5;1;1;Sludge Pokemon;poison;dark;1;52;50;0;7;85;['Acid Spray', 'Gunk Shot', 'Belch', 'Poison Fang', 'Knock Off', 'Bite', 'Crunch', 'Pound', 'Fling']
90;;Shellder;30;65;100;45;25;40;['Shell Armor', 'Skill Link', 'Overcoat'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Bivalve Pokemon;water;;0.3;4;50;0;1;215;['Hydro Pump', 'Icicle Spear', 'Clamp', 'Aurora Beam', 'Brine', 'Tackle', 'Ice Shard', 'Razor Shell', 'Water Gun', 'Ice Beam', 'Whirlpool']
91;;Cloyster;50;95;180;85;45;70;['Shell Armor', 'Skill Link', 'Overcoat'];1;1;0.5;2;2;0.25;2;1;1;1;1;1;2;1;1;1;1;1;Bivalve Pokemon;water;ice;1.5;132.5;50;0;1;65;['Hydro Pump', 'Icicle Crash', 'Icicle Spear', 'Clamp', 'Aurora Beam', 'Brine', 'Tackle', 'Ice Shard', 'Razor Shell', 'Spike Cannon', 'Water Gun', 'Ice Beam', 'Whirlpool']
92;;Gastly;30;35;30;100;35;80;['Levitate'];0;1;1;1;0.5;1;0;0.25;2;1;2;0.25;1;2;1;2;1;0.5;Gas Pokemon;ghost;poison;1.3;0.1;50;0;1;210;['Payback', 'Dark Pulse', 'Dream Eater', 'Shadow Ball', 'Sucker Punch', 'Lick', 'Night Shade', 'Hex']
93;;Haunter;45;50;45;115;55;95;['Levitate'];0;1;1;1;0.5;1;0;0.25;2;1;2;0.25;1;2;1;2;1;0.5;Gas Pokemon;ghost;poison;1.6;0.1;50;0;1;170;['Payback', 'Dark Pulse', 'Dream Eater', 'Shadow Ball', 'Sucker Punch', 'Lick', 'Night Shade', 'Hex', 'Shadow Punch']
94;;Gengar;60;65;60;130;75;110;['Cursed Body'];0;1;1;1;0.5;1;0;0.25;2;1;2;0.25;1;2;1;2;1;0.5;Shadow Pokemon;ghost;poison;1.5;40.5;50;0;1;85;['Payback', 'Dark Pulse', 'Dream Eater', 'Shadow Ball', 'Sucker Punch', 'Lick', 'Night Shade', 'Hex', 'Shadow Punch']
94;mega;Gengar;60;65;80;170;95;130;['Shadow Tag'];0;1;1;1;0.5;1;0;0.25;2;1;2;0.25;1;2;1;2;1;0.5;Shadow Pokemon;ghost;poison;1.4;40.5;50;0;6;40;['Payback', 'Dark Pulse', 'Dream Eater', 'Shadow Ball', 'Sucker Punch', 'Lick', 'Night Shade', 'Hex', 'Shadow Punch']
95;;Onix;35;45;160;30;45;70;['Rock Head', 'Sturdy', 'Weak Armor'];0.5;0.5;4;0;4;2;2;0.25;2;0.5;1;1;0.5;1;1;1;2;1;Rock Snake Pokemon;rock;ground;8.8;210;50;0;1;175;['Gyro Ball', 'Iron Tail', 'Rage', 'Smack Down', 'Double-Edge', 'Rock Slide', 'Slam', 'Dig', 'Tackle', 'Rock Tomb', 'Bind', 'Stone Edge', 'Dragon Breath', 'Rock Throw', 'Sand Tomb']
96;;Drowzee;60;48;45;43;90;42;['Insomnia', 'Forewarn', 'Inner Focus'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Hypnosis Pokemon;psychic;;1;32.4;50;0;1;200;['Wake-Up Slap', 'Synchronoise', 'Headbutt', 'Zen Headbutt', 'Psybeam', 'Confusion', 'Psychic', 'Future Sight', 'Psyshock', 'Pound']
97;;Hypno;85;73;70;73;115;67;['Insomnia', 'Forewarn', 'Inner Focus'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Hypnosis Pokemon;psychic;;1.6;75.6;50;0;1;110;['Wake-Up Slap', 'Synchronoise', 'Headbutt', 'Zen Headbutt', 'Psybeam', 'Confusion', 'Psychic', 'Future Sight', 'Psyshock', 'Pound']
98;;Krabby;30;105;90;25;25;50;['Hyper Cutter', 'Shell Armor', 'Sheer Force'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;River Crab Pokemon;water;;0.4;6.5;50;0;1;200;['Metal Claw', 'Guillotine', 'Vice Grip', 'Bubble', 'Crabhammer', 'Slam', 'Brine', 'Mud Shot', 'Stomp', 'Bubble Beam', 'Flail']
99;;Kingler;55;130;115;50;50;75;['Hyper Cutter', 'Shell Armor', 'Sheer Force'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Pincer Pokemon;water;;1.3;60;50;0;1;120;['Metal Claw', 'Guillotine', 'Vice Grip', 'Bubble', 'Crabhammer', 'Slam', 'Brine', 'Mud Shot', 'Stomp', 'Bubble Beam', 'Flail']
100;;Voltorb;40;30;50;55;55;100;['Soundproof', 'Static', 'Aftermath'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;Ball Pokemon;electric;;0.5;10.4;;0;1;195;['Gyro Ball', 'Sonic Boom', 'Self-Destruct', 'Electro Ball', 'Discharge', 'Spark', 'Charge Beam', 'Tackle', 'Swift', 'Mirror Coat', 'Explosion', 'Rollout']
101;;Electrode;60;50;70;80;80;150;['Soundproof', 'Static', 'Aftermath'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;Ball Pokemon;electric;;1.2;66.6;;0;1;100;['Gyro Ball', 'Sonic Boom', 'Self-Destruct', 'Electro Ball', 'Discharge', 'Spark', 'Charge Beam', 'Tackle', 'Swift', 'Mirror Coat', 'Explosion', 'Rollout']
102;;Exeggcute;60;40;80;60;45;40;['Chlorophyll', 'Harvest'];1;2;0.5;0.5;0.5;2;0.5;2;0.5;2;0.5;4;1;2;1;2;1;1;Egg Pokemon;grass;psychic;0.4;2.5;50;0;1;200;['Extrasensory', 'Solar Beam', 'Bullet Seed', 'Natural Gift', 'Uproar', 'Confusion', 'Barrage']
103;;Exeggutor;95;95;85;125;75;55;['Chlorophyll', 'Harvest'];1;2;0.5;0.5;0.5;2;0.5;2;0.5;2;0.5;4;1;2;1;2;1;1;Coconut Pokemon;grass;psychic;2;120;50;0;1;60;['Extrasensory', 'Seed Bomb', 'Wood Hammer', 'Egg Bomb', 'Solar Beam', 'Bullet Seed', 'Leaf Storm', 'Natural Gift', 'Stomp', 'Confusion', 'Uproar', 'Psyshock', 'Barrage']
103;alolan;Exeggutor;95;105;85;125;75;45;['Frisk', 'Harvest'];1;1;0.25;0.25;0.25;4;1;2;0.5;2;1;2;1;1;2;1;1;2;Coconut Pokemon;grass;dragon;10.9;415.6;50;0;7;60;['Extrasensory', 'Seed Bomb', 'Wood Hammer', 'Egg Bomb', 'Bullet Seed', 'Leaf Storm', 'Natural Gift', 'Uproar', 'Confusion', 'Dragon Hammer', 'Psyshock', 'Barrage']
104;;Cubone;50;50;95;40;50;35;['Rock Head', 'Lightningrod', 'Battle Armor'];1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1;Lonely Pokemon;ground;;0.4;6.5;50;0;1;205;['Retaliate', 'Rage', 'Stomping Tantrum', 'Bone Rush', 'Thrash', 'Endeavor', 'Double-Edge', 'Bonemerang', 'Headbutt', 'False Swipe', 'Fling', 'Bone Club']
105;;Marowak;60;80;110;50;80;45;['Rock Head', 'Lightningrod', 'Battle Armor'];1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1;Bone Keeper Pokemon;ground;;1;45;50;0;1;150;['Retaliate', 'Rage', 'Stomping Tantrum', 'Bone Rush', 'Thrash', 'Endeavor', 'Double-Edge', 'Bonemerang', 'Headbutt', 'False Swipe', 'Fling', 'Bone Club']
